RestaurantID,Has Online delivery,Has Table booking
101727,No,No
101728,Yes,No
101729,No,No
101730,Yes,No
101731,Yes,No
101732,Yes,No
101733,No,No
101734,No,No
101735,No,No
101736,No,No
101737,Yes,No
101738,Yes,Yes
101739,Yes,No
101740,No,No
101741,Yes,No
101742,Yes,No
101743,No,No
101744,Yes,Yes
101745,Yes,No
101746,No,No
101747,No,No
101748,No,No
101749,No,No
101750,No,No
101751,No,No
101752,No,No
101753,No,No
101754,Yes,No
101755,Yes,No
101756,No,No
101757,Yes,Yes
101758,No,Yes
101759,Yes,Yes
101760,Yes,No
101761,No,No
101762,No,No
101763,Yes,No
101764,Yes,No
101765,Yes,No
101766,No,No
101767,No,No
101768,Yes,No
101769,No,No
101770,No,No
101771,Yes,No
101772,No,No
101773,Yes,No
101774,No,No
101775,No,No
101776,Yes,No
101777,No,No
101778,yes,No
101779,No,Yes
101780,Yes,No
101781,No,No
101782,No,No
101783,Yes,No
101784,Yes,Yes
101785,Yes,No
101786,No,Yes
101787,No, Ye
101788,No,No
101789,No,No
101790,No,Yes
101791,Yes,No
101792,No,No
101793,Yes,Yes
101794,Yes,No
101795,No,No
101796,Yes,No
101797,No,No
101798,No,No
101799,No,No
101800,No,No
101801,No,No
101802,No,No
101803,No,No
101804,No,No
101805,Yes,Yes
101806,No,No
101807,Yes,No
101808,No,No
101809,No,No
101810,No,No
101811,No,Yes
101812,No,No
101813, No,No
101814,Yes,No
101815,No,No
101816,Yes,No
101817,Yes,No
101818,Yes,No
101819,No,No
101820,No,No
101821,Yes,No
101822,No,No
101823,No,No
101824,No,No
101825,Yes,Yes
101826,No,No
101827,No,No
101828,Yes,No
101829,No,No
101830,No,No
101831,No,No
101832,No,No
101833,Yes,Yes
101834,Yes,No
101835,No,No
101836,No,No
101837,Yes,Yes
101838,Yes,Yes
101839,No,No
101840,No,No
101841,Yes,No
101842,Yes,No
101843,Yes,Yes
101844,Yes,No
101845,Yes,Yes
101846,No,No
101847,Yes,No
101848,Yes,No
101849,No,No
101850,No,Yes
101851,Yes,No
101852,Yes,Yes
101853,Yes,No
101854,Yes,No
101855,No,No
101856,No,No
101857,Yes,No
101858,No,No
101859,No,No
101860,No,No
101861,Yes,Yes
101862,Yes,No
101863,No,No
101864,No,Yes
101865,No,No
101866,No,No
101867,No,No
101868,No,No
101869,No,No
101870,Yes,No
101871,Yes,Yes
101872,No,No
101873,Yes,No
101874,Yes,Yes
101875,Yes,Yes
101876,No,Yes
101877,Yes,Yes
101878,Yes,No
101879,No,No
101880,No,No
101881,Yes,No
101882,No,No
101883,No,No
101884,No,No
101885,Yes,No
101886,Yes,No
101887,No,No
101888,No,No
101889,No,No
101890,No,No
101891,No,Yes
101892,No,No
101893,No,No
101894,No,No
101895,No,No
101896,No,No
101897,No,No
101898,Yes,No
101899,Yes,No
101900,No,No
101901,No,No
101902,Yes,No
101903,No,No
101904,No,No
101905,Yes,No
101906,Yes,No
101907,No,No
101908,No,No
101909,Yes,No
101910,No,No
101911,Yes,Yes
101912,No,No
101913,No,No
101914,No,Yes
101915,No,No
101916,Yes,Yes
101917,No,No
101918,No,No
101919,No,No
101920,No,Yes
101921,Yes,Yes
101922,No,No
101923,Yes,No
101924,Yes,Yes
101925,No,No
101926,Yes,no
101927,No,No
101928,No,No
101929,No,No
101930,No,N
101931,No,No
101932,No,No
101933,No,No
101934,No,No
101935,No,No
101936,Yes,No
101937,No,Yes
101938,No,No
101939,No,No
101940,Yes,No
101941,No,No
101942,No,No
101943,No,No
101944,No,No
101945,Yes,No
101946,Yes,No
101947,No,No
101948,No,Yes
101949,Yes,No
101950,No,No
101951,Yes,No
101952,No,No
101953,No,No
101954,Yes,No
101955,No,No
101956,Yes,Yes
101957,Yes,No
101958,No,Yes
101959,Yes,No
101960,No,No
101961,Yes,Yes
101962,No,No
101963,No,No
101964,No,No
101965,Yes,No
101966,Yes,No
101967,Yes,Yes
101968,No,No
101969,No,No
101970,Yes,No
101971,No,No
101972,Yes,No
101973,No,No
101974,Yes,No
101975,No,No
101976,Yes,No
101977,No,No
101978,Yes,No
101979,No,No
101980,Yes,No
101981,No,No
101982,Yes,No
101983,No,No
101984,Yes,No
101985,No,No
101986,Yes,Yes
101987,No,No
101988,No,No
101989,Yes,No
101990,Yes,Yes
101991,Yes,No
101992,No,No
101993,No,Yes
101994,No,No
101995,Yes,Yes
101996,No, No
101997,No,Yes
101998,Yes,No
101999,No,No
102000,No,No
102001, Ye,No
102002,No,No
102003,No,No
102004,Yes,Yes
102005,Yes,No
102006,Yes,No
102007,No,No
102008,No,Yes
102009,No,No
102010,Yes,Yes
102011,No,Yes
102012,No,No
102013,Yes,No
102014,No,Yes
102015,No,Yes
102016,No,No
102017,No,No
102018,No,No
102019,Yes,No
102020,Yes,No
102021,Yes,No
102022,Yes,No
102023,Yes,No
102024,No,Yes
102025,No,No
102026,No,No
102027,No,No
102028,Yes,No
102029,Yes,No
102030,No,No
102031,Yes,No
102032,Yes,No
102033,No,Yes
102034,No,No
102035,No,No
102036,no,No
102037,No,No
102038,Yes,No
102039,Yes,No
102040,Yes,No
102041,Yes,No
102042,No,No
102043,No,No
102044,Yes,no
102045,No,No
102046,Yes,No
102047,No,No
102048,Yes,Yes
102049,Yes,No
102050,No,No
102051,No,No
102052,No,No
102053,No,Yes
102054,No,No
102055,Yes,No
102056,No,Yes
102057,Yes,No
102058,No,No
102059,No,No
102060,Yes,No
102061,No,Yes
102062,Yes,No
102063,Yes,No
102064,No,No
102065,Yes,Yes
102066,No,Yes
102067,No,No
102068,Yes,No
102069,Yes,No
102070,Yes,No
102071,No,No
102072,No,No
102073,Yes,No
102074,No,Yes
102075,No,No
102076,No,No
102077,No,No
102078,No,No
102079,No,No
102080,No,No
102081,No,No
102082,No,No
102083,No,No
102084,No,No
102085,No,No
102086,No,No
102087,Yes,No
102088,Yes,No
102089,Yes,Yes
102090,Yes,No
102091,No,No
102092,No,No
102093,Yes,No
102094,Yes,No
102095,Yes,No
102096,No,No
102097,No,No
102098,No,No
102099,No,No
102100,Yes,No
102101,No,No
102102,No,No
102103,No,Yes
102104,Yes,Yes
102105,No,No
102106,Yes,No
102107,Yes,No
102108,No,No
102109,No,No
102110,No,No
102111,No,No
102112,Yes,No
102113,No,No
102114,Yes,Yes
102115,No,Yes
102116,No,No
102117,No,No
102118,Yes,No
102119,No,No
102120,Yes,No
102121,No,No
102122,Yes,No
102123,Yes,No
102124,No,Yes
102125,Yes,No
102126,Yes,Yes
102127,No,No
102128,No,Yes
102129,No,No
102130,No,No
102131,Yes,No
102132,No,No
102133,No,no
102134,Yes,No
102135,No,No
102136,No,No
102137,Yes,No
102138,No,No
102139,No,No
102140,Yes,Yes
102141,No,No
102142,Yes,Yes
102143,Yes,No
102144,No,No
102145,No,No
102146,Yes,No
102147,No,No
102148,No,No
102149,Yes,No
102150,No,No
102151,No,No
102152,Yes,Yes
102153,No,No
102154,Yes,No
102155,No,No
102156,No,No
102157,No,No
102158,No,No
102159,No,No
102160,Yes,No
102161,No,No
102162,Yes,No
102163,Yes,No
102164,No,No
102165,Yes,No
102166,No,No
102167,Yes,Yes
102168,Yes,No
102169,Yes,No
102170,No,No
102171,No,No
102172,No,Yes
102173,Yes,No
102174,No,Yes
102175,Yes,Yes
102176,Yes,No
102177,No,No
102178,No,No
102179,Yes,No
102180,No,No
102181,No,No
102182,Yes,No
102183,Yes,No
102184,No,No
102185,No,No
102186,No,No
102187,No,No
102188,No,No
102189,No,No
102190,No,No
102191,Yes,Yes
102192,No,No
102193,No,Yes
102194,No,No
102195,No,No
102196,Yes,No
102197,Yes,No
102198,Yes,No
102199,No,No
102200,No,No
102201,No,No
102202,Yes,No
102203,No,No
102204,No,No
102205,No,No
102206,No,No
102207,Yes,Yes
102208,Yes,No
102209,No,No
102210,Yes,No
102211,No,No
102212,No,No
102213,Yes,Yes
102214,No,No
102215,Yes,No
102216,No,No
102217,Yes,Yes
102218,No,No
102219,No,No
102220,No,No
102221,No,No
102222,No,No
102223,Yes,No
102224,No,No
102225,Yes,Yes
102226,No,No
102227,No,No
102228,No,No
102229,No,No
102230,No,No
102231,No,No
102232,No,Yes
102233,Yes,No
102234,No,No
102235,Yes,No
102236,No,Yes
102237,No,No
102238,No,nan
102239,Yes,No
102240,Yes,Yes
102241,No,No
102242,No,No
102243,No,Yes
102244,No,No
102245,No,No
102246,Yes,No
102247,Yes,No
102248,No,No
102249,Yes,No
102250,Yes,No
102251,Yes,No
102252,Yes,No
102253,Yes,No
102254,Yes,No
102255,No,No
102256,No,No
102257,No,No
102258,Yes,Yes
102259,Yes,No
102260,Yes,No
102261,Yes,No
102262,No,No
102263,No,Yes
102264,Yes,No
102265,No,No
102266,No,No
102267,No,No
102268,No,No
102269,Yes,No
102270,No,No
102271,Yes,No
102272,No,No
102273,No,Yes
102274,No,No
102275,No,No
102276,No,No
102277,Yes,No
102278,No,No
102279,Yes,No
102280,No,No
102281,Yes,No
102282,Yes,Yes
102283,No,No
102284,No,No
102285,Yes,No
102286,No,No
102287,Yes,No
102288,No,No
102289,No,No
102290,Yes,No
102291,Yes,No
102292,Yes,No
102293,Yes,No
102294,No,No
102295,Yes,No
102296,Yes,No
102297,Yes,No
102298,No,No
102299,No,No
102300,No,No
102301,No,No
102302,Yes,No
102303,Yes,No
102304,No,Yes
102305,Yes,No
102306,No,No
102307,Yes,No
102308,No,No
102309,No,No
102310,No,No
102311,No,No
102312,Yes,No
102313,No,No
102314,Yes,No
102315,Yes,Yes
102316,Yes,No
102317,Yes,No
102318,No,No
102319,No,No
102320,No,Yes
102321,No,No
102322,No,No
102323,No,No
102324,Yes,No
102325,No,No
102326,Yes,No
102327,Yes,No
102328,Yes,No
102329,Yes,Yes
102330,Yes,No
102331,No,No
102332,Yes,Yes
102333,No,No
102334,No,Yes
102335,No,No
102336,No,No
102337,No,No
102338,No,No
102339,No,No
102340,Yes,No
102341,Yes,No
102342,Yes,No
102343,No,No
102344,No,No
102345,No,No
102346,Yes,No
102347,Yes,No
102348,Yes,Yes
102349,No,No
102350,No,No
102351,Yes,No
102352,No,No
102353,Yes,No
102354,No,No
102355,Yes,No
102356,No,No
102357,Yes,No
102358,Yes,Yes
102359,No,No
102360,Y,No
102361,No,No
102362,No,No
102363,Yes,Yes
102364,No,No
102365,No,No
102366,No,No
102367,No,No
102368,No,No
102369,No,No
102370,Yes,No
102371,No,No
102372,No,No
102373,No,No
102374,No,No
102375,Yes,Yes
102376,Yes,No
102377,No, No
102378,No,No
102379,Yes,No
102380,Yes,No
102381,No,No
102382,No,No
102383,No,No
102384,Yes,No
102385,Yes,No
102386,No,No
102387,No,No
102388,Yes,No
102389, Ye,Yes
102390,No,No
102391,Yes,No
102392,No,Yes
102393,Yes,No
102394,Yes,N
102395,No,Yes
102396,No,No
102397,No,No
102398,No,No
102399,Yes,Yes
102400,No,No
102401,No,No
102402,No,No
102403,No,No
102404,Yes,No
102405,No,Yes
102406,No,No
102407,No,No
102408,No,No
102409,No,No
102410,No,Yes
102411,Yes,Yes
102412,No,No
102413,Yes,No
102414,Yes,Yes
102415,No,No
102416,No,No
102417,No,No
102418,Yes,No
102419,Yes,Yes
102420,No,No
102421,No,No
102422,No,No
102423,No,No
102424,No,No
102425,nan,No
102426,Yes,No
102427,No,No
102428,No,No
102429,Yes,No
102430,Yes,No
102431,Yes,Yes
102432,No,No
102433,Yes,Yes
102434,No,No
102435,No,No
102436,Yes,No
102437,No,No
102438,No,No
102439,No,No
102440,No,No
102441,Yes,Yes
102442,Yes,No
102443,Yes,No
102444,Yes,No
102445,Yes,No
102446,Yes,No
102447,Yes,No
102448,No,No
102449,No,No
102450,No,No
102451,Yes,No
102452,Yes,No
102453,No,No
102454,No,No
102455,Yes,Yes
102456,No,No
102457,No,No
102458,Yes,No
102459,No,No
102460,Yes,No
102461,No,No
102462,Yes,Yes
102463,Yes,Yes
102464,No,No
102465,No,No
102466,Yes,No
102467,No,No
102468,No,No
102469,Yes,No
102470,No,No
102471,Yes,No
102472,Yes,No
102473,No,No
102474,Yes,No
102475,Yes,No
102476,Yes,No
102477,Yes,No
102478,Yes,No
102479,No,No
102480,No,No
102481,No,Yes
102482,No,No
102483, No,No
102484,No,No
102485,No,No
102486,No,No
102487,No,No
102488,Yes,No
102489,Yes,No
102490,Yes,No
102491,Yes,Yes
102492,No,No
102493,Yes,No
102494,No,No
102495,Yes,No
102496,No,Yes
102497,Yes,No
102498,No,Yes
102499,No,No
102500,Yes,No
102501,No,No
102502,No,No
102503,No,No
102504,Yes,No
102505,No,No
102506,Yes,No
102507,No,No
102508,No,Yes
102509,No,Yes
102510,Yes,No
102511,No,No
102512,No,Yes
102513,No,No
102514,No,N
102515,No,Yes
102516,Yes,Yes
102517,No,Yes
102518,No,Yes
102519,Yes,No
102520,Yes,Yes
102521,no,No
102522,Yes,Yes
102523,No,No
102524,No,No
102525,Yes,No
102526,No,No
102527,No,Yes
102528,No,No
102529,No,No
102530,No,No
102531,No,No
102532,No,No
102533,No,No
102534,No,No
102535,No,No
102536,Yes,No
102537,Yes,No
102538,Yes,No
102539,No,No
102540,Yes,No
102541,No,No
102542,Yes,No
102543,No,Yes
102544,No,No
102545,No,No
102546,No,No
102547,No,No
102548,No,No
102549,No,No
102550,Yes,No
102551,Yes,Yes
102552,No,No
102553,No,No
102554,No,No
102555,No,No
102556,Yes,Yes
102557,Yes,No
102558,No,No
102559, Ye,No
102560,Yes,No
102561,Yes,No
102562,No,No
102563,No,No
102564,Yes,No
102565,No,No
102566,No,No
102567,No,No
102568,No,No
102569,Yes,No
102570,Yes,No
102571,No,Yes
102572,Yes,Yes
102573,Yes,No
102574,No,No
102575,Yes,No
102576,No,No
102577,No,No
102578,No,No
102579,No,No
102580,No,No
102581,Yes,No
102582,No,No
102583,Yes,Yes
102584,Yes,Yes
102585,No,No
102586,Yes,No
102587,No,No
102588,Yes,No
102589,No,Yes
102590,Yes,No
102591,Yes,No
102592,No,No
102593,No,No
102594,No,No
102595,No,No
102596,Yes,No
102597,Y,No
102598,No,No
102599,No,No
102600,No,No
102601,Yes,No
102602,Yes,No
102603,Yes,No
102604,Yes,No
102605,Yes,No
102606,Yes,No
102607,No,No
102608,Yes,No
102609,N,No
102610,No,Yes
102611,No,No
102612,No,No
102613,No,Yes
102614,Yes,No
102615,Yes,No
102616,Yes,No
102617,No,No
102618,No,No
102619,No,No
102620,Yes,No
102621,No,No
102622,Yes,Yes
102623,No,Yes
102624,Yes,No
102625,No,No
102626,No,Yes
102627,No,No
102628,Yes,Yes
102629, No,No
102630,Yes,No
102631,Yes,No
102632,Yes,No
102633,No,No
102634,Yes,No
102635,Yes,No
102636,No,No
102637,No,No
102638,Yes,Yes
102639,Yes,No
102640,No,No
102641,No,No
102642,No,No
102643,No,No
102644,Yes,Yes
102645,No,No
102646,No,No
102647,No,Yes
102648,No,No
102649,Yes,Yes
102650,Yes,No
102651,No,No
102652,No,No
102653,No,No
102654,Yes,No
102655,Yes,No
102656,No,No
102657,No,No
102658,No,No
102659,No,No
102660,N,No
102661,No,No
102662,No,No
102663,No,No
102664,No,No
102665,No,No
102666,Yes,No
102667,Yes,Yes
102668,No,No
102669,No,No
102670,Yes,No
102671,No,No
102672,Yes,No
102673,No,No
102674,No,No
102675,No,No
102676,Yes,No
102677,Yes,No
102678,No,No
102679,No,No
102680,No,No
102681,No,No
102682,Yes,No
102683,No,No
102684,No,No
102685,No,Yes
102686,No,No
102687,Yes,No
102688,No,No
102689,No,No
102690,No,No
102691,Yes,No
102692,Yes,No
102693,No,No
102694,No,No
102695,Yes,No
102696,Yes,No
102697,No,No
102698,No,No
102699,Yes,Yes
102700,Yes,No
102701,Yes,No
102702,No,No
102703,Yes,No
102704,Yes,No
102705,No,No
102706,Yes,Yes
102707,No,No
102708,No,No
102709,Yes,No
102710,No,No
102711,Yes,No
102712,Yes,No
102713,Yes,No
102714,No,No
102715,Yes,No
102716,Yes,No
102717,No,No
102718,Yes,No
102719,Yes,No
102720,Yes,No
102721,No,No
102722,No,No
102723,Yes,Yes
102724,Yes,Yes
102725,Yes,No
102726,No,No
102727,Yes,No
102728,No,No
102729,No,No
102730,Yes,No
102731,Yes,No
102732,Yes,No
102733,No,No
102734,No,No
102735,No,No
102736,No,No
102737,No,No
102738,No,No
102739,No,No
102740,Yes,No
102741,No,Yes
102742,Yes,Yes
102743,Yes,No
102744,No,No
102745,No,Yes
102746,No,No
102747,Yes,No
102748,Yes,No
102749,No,No
102750,No,No
102751,No,No
102752,No,No
102753,No,No
102754,No,No
102755,Yes,No
102756,No,Yes
102757,No,No
102758,No,No
102759,No,No
102760,Yes,No
102761,Yes,No
102762,No,No
102763,No,No
102764,Yes,No
102765,No,No
102766,Yes,No
102767,Yes,No
102768,No,No
102769,No,No
102770,No,No
102771,No,No
102772,No,No
102773,No,No
102774,No,No
102775,No,No
102776,No,No
102777,Yes,No
102778,Yes,No
102779,Yes,No
102780,Yes,No
102781,Yes,No
102782,Yes,No
102783,No,No
102784,No,No
102785,No,No
102786,Yes,Yes
102787,Yes,No
102788,Yes,Yes
102789,No,Yes
102790,No,No
102791,No,No
102792,Yes,No
102793,Yes,No
102794,No,Yes
102795,No,No
102796,No,Yes
102797,No,Yes
102798,No,No
102799,No,No
102800,No,No
102801,No,No
102802,No,No
102803,Yes,No
102804,No,No
102805,No,Yes
102806,Yes,No
102807,No,No
102808,No,Yes
102809,Yes,No
102810,No,No
102811,Yes,No
102812,Yes,No
102813,Yes,No
102814,Yes,No
102815,No,No
102816,No,No
102817,No,Yes
102818,Yes,Yes
102819,No,No
102820,Yes,No
102821,No,No
102822,No,No
102823,No,No
102824,No,No
102825,Yes,Yes
102826,No,No
102827,No,Yes
102828,No,No
102829,No,No
102830,No,No
102831,No,No
102832,No,No
102833,nan,No
102834,No,No
102835,No,No
102836,Yes,No
102837,No,Yes
102838,No,No
102839,No,No
102840,No,No
102841,Yes,No
102842,Yes,No
102843,No,No
102844,Yes,No
102845,No,No
102846,No,No
102847,No,Yes
102848,Yes,Yes
102849,Yes,No
102850,No,No
102851,Yes,No
102852,Yes,No
102853,Yes,Yes
102854,Yes,No
102855,Yes,No
102856,Yes,No
102857,Yes,No
102858,No,No
102859,No,No
102860,Yes,No
102861,No,No
102862,Yes,Yes
102863,No,No
102864,No,No
102865,Yes,Yes
102866,Yes,No
102867,No,No
102868,Yes,No
102869,Yes,No
102870,No,No
102871,No,No
102872,Yes,Yes
102873,No,No
102874,Yes,No
102875,No,Yes
102876,No,No
102877,No,No
102878,Yes,No
102879,No,No
102880,No,Yes
102881,Yes,No
102882,No,Yes
102883,Yes,No
102884,No,No
102885,No,No
102886,No,No
102887,No,No
102888,No,No
102889,Yes,No
102890,No,No
102891,Yes,Yes
102892,Yes,No
102893,Yes,No
102894,No,Yes
102895,No,No
102896,Yes,No
102897,Yes,No
102898,Yes,No
102899,Yes,No
102900,No,No
102901,Yes,Yes
102902,Yes,Yes
102903,Yes,No
102904,Yes,Yes
102905,Yes,Yes
102906,No,No
102907,No,No
102908,Yes,No
102909,Yes,No
102910,Yes,No
102911,No,No
102912,No,Y
102913,Yes,Yes
102914,No,No
102915,Yes,No
102916,Yes,No
102917,Yes,No
102918,No,No
102919,No,No
102920,No,No
102921,No,No
102922,Yes,No
102923,No,Yes
102924,No,No
102925,Yes,No
102926,No,No
102927,Yes,No
102928,No,No
102929,Yes,Yes
102930,Yes,Yes
102931,Yes, No
102932,Yes,No
102933,No,No
102934,Yes,No
102935,No,No
102936,No,Yes
102937,No,No
102938,No,No
102939,No,No
102940,Yes,No
102941,No,No
102942,Yes,No
102943,Yes,No
102944,Yes,No
102945,No,No
102946,Yes,No
102947,Yes,Yes
102948,No,No
102949,Yes,Yes
102950,Yes,No
102951,No,No
102952,Yes,Yes
102953,No,No
102954,No,No
102955,No,No
102956,No,No
102957,Yes,Yes
102958,Yes,Yes
102959,N,No
102960,No,Yes
102961,No,No
102962,No,No
102963,No,No
102964,Yes,No
102965,No,Yes
102966,No,No
102967,Yes,No
102968,Yes,No
102969,No,No
102970,No,No
102971,No,Yes
102972,Yes,No
102973,No,Yes
102974,No,No
102975,Yes,No
102976,No,No
102977,Yes,No
102978,No,No
102979,No,No
102980,No,No
102981,Yes,No
102982,No,No
102983,No,No
102984,Yes,No
102985,Yes,No
102986,Yes,No
102987,Yes,Yes
102988,No,No
102989,No,No
102990,No,No
102991,Yes,No
102992,Yes,No
102993,Yes,no
102994,Yes,No
102995,No,No
102996,Yes,Yes
102997,No,No
102998,No,yes
102999,No,No
103000,Yes,No
103001,Yes,Yes
103002,Yes,No
103003,Yes,Yes
103004,No,No
103005,No,No
103006,No,No
103007,Yes,Yes
103008,No,Yes
103009,Yes,No
103010,No,No
103011,No,N
103012,No,Yes
103013,Yes,No
103014,No,No
103015,No,Yes
103016,Yes,No
103017,Yes,No
103018,Yes,No
103019,Yes,No
103020,Yes,Yes
103021,No,No
103022,Yes,No
103023,Yes,Yes
103024,Yes,No
103025,Yes,No
103026,No,No
103027,No,No
103028,No,No
103029,Yes,No
103030,No,No
103031,No,Yes
103032,No,No
103033,Yes,No
103034,No,No
103035,Yes,No
103036,Yes,No
103037,Yes,No
103038,Yes,No
103039,No,No
103040,No,No
103041,Yes,No
103042,No,No
103043,Yes,No
103044,No,Yes
103045,No,No
103046,No,No
103047,Yes,No
103048,No,No
103049,Yes,Yes
103050,No,No
103051,No,No
103052,No,No
103053,No,Yes
103054,No,No
103055,Yes,No
103056,No,No
103057,No,No
103058,No,No
103059,Yes,Yes
103060,No,No
103061,Yes,No
103062,No,No
103063,No,No
103064,No,Yes
103065,No,No
103066,No,No
103067,No,No
103068,Yes,No
103069,No,No
103070,No,No
103071,No,No
103072,No,No
103073,No,No
103074,Yes,No
103075,Yes,Yes
103076,No,No
103077,Yes,No
103078,No,No
103079,No,No
103080,No,No
103081,No,No
103082,No,No
103083,No,No
103084,No,No
103085,No,No
103086,No,No
103087,Yes,No
103088,No,Yes
103089,Yes,No
103090,No,No
103091,No,Yes
103092,No,No
103093,Yes,No
103094,No,No
103095,No,No
103096,Yes,Yes
103097,No,No
103098,No,No
103099, No,No
103100,Yes,No
103101,No,No
103102,No,No
103103,No,No
103104,Yes,No
103105,Yes,No
103106,No,No
103107,No,No
103108,Yes,Yes
103109,No,Yes
103110,No,No
103111,No,No
103112,No,Yes
103113,No,No
103114,Yes,No
103115,Yes,No
103116,No,No
103117,No,No
103118, No,No
103119,No,Yes
103120,Yes,No
103121,Yes,No
103122,No,Yes
103123,No,No
103124,Yes,No
103125,No,No
103126,Yes,No
103127,Yes,No
103128,No,No
103129,No,No
103130,Yes,No
103131,Yes,No
103132,No,No
103133,Yes,No
103134,No,No
103135,No,Yes
103136,No,Yes
103137,no,No
103138,Yes,No
103139,Yes,No
103140,No,No
103141,No,Yes
103142,No,No
103143,Yes,No
103144,No,No
103145,Yes,No
103146,No,No
103147,No,Yes
103148,Yes,No
103149,No,No
103150,No,No
103151,No,No
103152,No,No
103153,No,No
103154,No,No
103155,No,No
103156,No,No
103157,No,No
103158,No,No
103159,No,Yes
103160,No,No
103161,No,No
103162,Yes,No
103163,No,No
103164,Yes,No
103165,No,No
103166,No,No
103167,No,No
103168,No,No
103169,Yes,No
103170,No,No
103171,No,Yes
103172,Yes,No
103173,No,No
103174,Yes,Yes
103175,No,No
103176,No,No
103177,Yes,No
103178,No,No
103179,No,No
103180,No,No
103181,Yes,No
103182,No,No
103183,No,No
103184,No,No
103185,No,No
103186,No,Yes
103187,No,No
103188,No,Yes
103189,Yes,No
103190,No,Yes
103191,Yes,No
103192,No,No
103193,No,No
103194,Yes,No
103195,No,Yes
103196,No,Yes
103197,No,Yes
103198,Yes,No
103199,Yes,No
103200,No,No
103201,Yes,No
103202,No,No
103203,No,No
103204,Yes,Yes
103205,No,No
103206,No,No
103207,Yes,No
103208,No,No
103209,Yes,No
103210,Yes,No
103211,No,No
103212,No,No
103213,No,No
103214,Yes,No
103215,No,No
103216,No,No
103217,Yes,No
103218,No,No
103219,Yes,Yes
103220,No,Yes
103221,No,No
103222,Yes,Yes
103223,Yes,Yes
103224,Yes,No
103225,No,No
103226,No,No
103227,No,No
103228,Yes,Yes
103229,No,No
103230,Yes,No
103231,No,No
103232,No,No
103233,No,No
103234,No,No
103235,No,No
103236,No,No
103237,No,No
103238,No,No
103239,Yes,Yes
103240,No,Yes
103241,No,no
103242,No,No
103243,Yes,No
103244,Yes,No
103245,No,No
103246,No,No
103247,No,No
103248,No,No
103249,No,Yes
103250,No,Yes
103251,No,nan
103252,Yes,No
103253,No,No
103254,Yes,No
103255,No,No
103256,No,No
103257,Yes,No
103258,Yes,No
103259,No,No
103260,No,No
103261,Yes,No
103262,No,No
103263,No,No
103264,Yes,No
103265,No,No
103266,Yes,No
103267,Yes,No
103268,No,No
103269,No,No
103270,Yes,Yes
103271,Yes,No
103272,Yes,No
103273,No,No
103274,No,No
103275,No,Yes
103276,Yes,No
103277,Yes,No
103278,yes,No
103279,No,No
103280,Yes,Yes
103281,Yes,No
103282,No,No
103283,No,No
103284,No,No
103285,Yes,No
103286,Yes,Yes
103287,Yes,No
103288,Yes,No
103289,No,No
103290,No,No
103291,Yes,No
103292,No,No
103293,No,No
103294,No,No
103295,No,No
103296,No,No
103297,No,No
103298,Yes,No
103299,Yes,No
103300,No,No
103301,Yes,No
103302,No,No
103303,No,No
103304,Yes,Yes
103305,No,No
103306,No,No
103307,Yes,No
103308,Yes,Yes
103309,Yes,No
103310,Yes,No
103311,No,No
103312,No,Yes
103313,No,No
103314,nan,No
103315,Yes,No
103316,No,No
103317,No,No
103318,No,No
103319,no,Yes
103320,Yes,No
103321,Yes,No
103322,No,No
103323,No,No
103324,No,No
103325,No,No
103326,No,no
103327,No,No
103328,No,No
103329,Yes,No
103330,No,Yes
103331,No,No
103332,Yes,No
103333,Yes,No
103334,Yes,No
103335,Yes,No
103336,Yes,No
103337,No,No
103338,No,No
103339,No,No
103340,Yes,No
103341,No,No
103342,No,No
103343,No,No
103344,Yes,No
103345,Yes,No
103346,No,No
103347,No,No
103348,Yes,No
103349,No,No
103350,No,No
103351,Yes,No
103352,Yes,No
103353,Yes,No
103354,Yes,N
103355,Yes,Yes
103356,No,No
103357,No,No
103358,No,No
103359,Yes,No
103360,Yes,No
103361,Yes,No
103362,No,No
103363,No,No
103364,Yes,No
103365,Yes,No
103366,No,No
103367,No,No
103368,Yes,Yes
103369,Yes,Yes
103370,No,No
103371,Yes,No
103372,No,No
103373,Yes,No
103374,No,No
103375,No,No
103376,Yes,No
103377,No,Yes
103378,No,No
103379,Yes,No
103380,No,No
103381,No,No
103382,Yes,No
103383,Yes,No
103384,Yes,No
103385,No,No
103386,No,No
103387,no,No
103388,No,No
103389,No,No
103390,No,No
103391,No,No
103392,Yes,No
103393,No,No
103394,No,No
103395,No,No
103396,Yes,No
103397,No,No
103398,Yes,No
103399,No,No
103400,No,No
103401,No,Yes
103402,No,No
103403,No,No
103404,Yes,Yes
103405,No,No
103406,No,No
103407,Yes,No
103408,No,No
103409,Yes,No
103410,Yes,No
103411,Yes,No
103412,No,No
103413,No,No
103414,No,No
103415,No,Yes
103416,Yes,No
103417,No,No
103418,No,Yes
103419,No,No
103420,Yes,No
103421,Yes,No
103422,Yes,No
103423,Yes,No
103424,Yes,No
103425,No,No
103426,Yes,No
103427,No,No
103428,Yes,No
103429,No,No
103430,No,No
103431,No,No
103432,Yes,No
103433,Yes,No
103434,No,Yes
103435,No,No
103436,Yes,No
103437,No,No
103438,Yes,Yes
103439,Yes,No
103440,No,No
103441,No,No
103442,Yes,No
103443,No,Yes
103444,No,No
103445,No,No
103446,Yes,No
103447,No,No
103448,No,No
103449,Yes,Yes
