RestaurantID,Restaurant Name,LocationID,Price range,Aggregate rating,Rating text,Votes,Latitude,Longitude
100761,Royal Bites 747,1,1.0,2.9,Average,138.0,28.635975229589558,77.25375848325699
100762,Tasty Express 913,1,1.0,4.4,Very Good,47.0,28.59375205195506,77.22409808210811
100763,Tasty House 83,1,2.0,2.4,Average,1075.0,28.594158043802413,77.24196343087512
100764,House Lounge 137,7,1.0,2.9,Average,127.0,18.55647168842625,73.80915846399787
100765,Kitchen Kitchen 183,1,3.0,3.0,Good,3.0,28.56730893020721,77.19871206708679
100766,Tasty Lounge 131,5,2.0,3.8,Good,266.0,19.070285437476794,72.89237135203334
100767,Green Corner 775,8,2.0,1.7,Poor,261.0,17.418503913835625,78.54454482860203
100768,Cafe Coffee Day,10,1.0,0.0,Not rated,53.0,22.54780555016295,88.33755508405791
100769,Bistro Lounge 435,2,2.0,3.1,Good,32.0,28.405826253342795,76.98157936302584
100770,Green Point 472,9,2.0,4.2,Very Good,199.0,13.142439735343425,80.27737189003467
100771,The Food Point 960,1,2.0,3.3,Good,101.0,28.64187533615884,77.18541875904687
100772,Urban Corner 829,9,2.0,2.3,Average,44.0,13.111762904650131,80.33040344105228
100773,Cafe Corner 247,1,1.0,2.2,Average,38.0,28.610774167485605,77.22797048588275
100774,KFC,2,1.0,4.1,Very Good,269.0,28.48192194826522,77.01660116586173
100775,Curry Cafe 689,8,1.0,2.6,Average,493.0,17.297836388671005,78.4768027703527
100776,Spice Point 759,1,1.0,2.4,Average,271.0,28.598594710112675,77.20456837774316
100777,Barbeque Nation,1,1.0,4.0,Very Good,25.0,28.64706494161113,77.14513618826334
100778,Subway,7,2.0,3.9,Good,458.0,18.471543339568136,73.85816902292393
100779,Spice Hub 516,7,3.0,4.2,Very Good,595.0,18.508729138839097,73.8396555640377
100780,Green Restaurant 590,6,1.0,2.4,Average,871.0,12.982788167576869,77.61674647145223
100781,Cafe Bites 839,6,4.0,2.6,Average,48.0,12.94415031264435,77.56318302775725
100782,The Food Hub 677,4,2.0,3.3,Good,173.0,28.409158131709138,77.34168855703032
100783,Tasty Garden 282,1,3.0,3.6,Good,403.0,28.62739897225103,77.22800427153035
100784,Biryani Blues,2,2.0,3.4,Good,98.0,28.47006903727641,77.03219039746263
100785,Royal Bites 696,1,2.0,4.2,Very Good,452.0,28.599873991926554,77.25287951078539
100786,Curry Corner 996,11,1.0,1.9,Poor,132.0,26.88338315062166,75.72133416563608
100787,House Bites 391,5,1.0,3.6,Good,68.0,19.08986528030907,72.8932358486198
100788,Kitchen Restaurant 427,2,1.0,2.3,Average,57.0,28.471370330452764,77.02503386321726
100789,The Food House 189,3,2.0,3.8,Good,989.0,28.54565094546443,77.38840751258623
100790,Curry Point 870,12,1.0,2.7,Average,46.0,23.026507343876514,72.53703668797367
100791,Starbucks,1,3.0,2.9,Average,39.0,28.62580508952713,77.15931202094633
100792,Barbeque Nation,5,1.0,2.6,Average,245.0,19.10669381358506,72.90893120504714
100793,Grill House 992,3,3.0,2.5,Average,150.0,28.54634833647238,77.41858400255356
100794,Grill Hub 398,5,1.0,3.0,Good,33.0,19.07942048600697,72.94065165209896
100795,Green Express 663,1,1.0,2.5,Average,81.0,28.59545987512719,77.27770164251137
100796,BARBEQUE NATION,10,1.0,3.5,Good,70.0,22.62110573351284,88.30971521673122
100797,Urban Lounge 742,12,1.0,3.4,Good,85.0,22.983193784679234,72.56598890920313
100798,Spice Garden 387,5,1.0,4.1,Very Good,5209.0,19.068902355664235,72.88647553851892
100799,Cafe Corner 895,6,2.0,3.4,Good,130.0,12.953782424510273,77.62827126915873
100800,Biryani Blues,11,1.0,3.3,Good,61.0,26.848451393981186,75.8372393525926
100801,Grill Point 491,6,1.0,3.9,Good,2657.0,12.98398345050217,77.55858181706881
100802,Pizza Hut,1,3.0,3.0,Good,528.0,28.606785838051366,77.19006515135287
100803,Spice Point 960,5,1.0,2.0,Average,345.0,19.077115663542337,72.92567936965919
100804,Starbucks,5,4.0,3.7,Good,71.0,19.06974108389594,72.81914181471511
100805,Barbeque Nation,2,4.0,2.7,Average,722.0,28.48586468302859,76.98892202663492
100806,Bistro Cafe 721,7,1.0,4.6,Excellent,687.0,18.551251291155154,73.87202227569604
100807,Subway,12,1.0,3.9,Good,255.0,22.98395570052138,72.64330151742655
100808,The Food House 478,11,1.0,4.4,Very Good,27.0,26.97418683746422,75.72860340821877
100809,Kitchen Garden 268,3,3.0,3.4,Good,185.0,28.52709387307835,77.39308497378207
100810,Curry Studio 101,1,2.0,3.6,Good,1727.0,28.63446531669772,77.2284040062131
100811,Bistro Studio 780,14,2.0,2.9,Average,224.0,51.513711005483835,-0.07635604832262985
100812,Green Express 321,9,2.0,3.8,Good,129.0,13.086399974796775,80.28633547917968
100813,Cafe Point 760,1,1.0,2.2,Average,109.0,28.633389243747672,77.14454208617408
100814,Cafe Coffee Day,11,3.0,1.7,Poor,107.0,26.95854110869171,75.74229294198219
100815,Cafe Cafe 738,10,2.0,2.7,Average,60.0,22.599796991442812,88.41192093541139
100816,Royal Point 338,4,2.0,2.3,Average,141.0,28.40038288697151,77.33320919474635
100817,Biryani Blues,5,3.0,4.4,Very Good,1438.0,19.07305128900782,72.8382960448531
100818,Curry Lounge 671,2,2.0,4.4,Very Good,1248.0,28.439777732474813,77.04387238549582
100819,Kitchen Garden 782,1,1.0,2.1,Average,55.0,28.638931695613163,77.21975056687353
100820,Bistro Bites 758,2,1.0,3.8,Good,1023.0,28.480146565768216,76.93929369051406
100821,Royal Restaurant 815,8,2.0,3.8,Good,537.0,17.37302589328506,78.41321921344304
100822,Royal Restaurant 560,1,1.0,2.0,Average,308.0,28.660327824057227,77.21987720192138
100823,Grill Bites 981,2,4.0,3.3,Good,319.0,28.497083028161683,77.0978399444407
100824,Domino's Pizza,2,1.0,2.6,Average,49.0,28.52332271386509,77.03583147419404
100825,Urban Bites 50,4,2.0,3.7,Good,122.0,28.381256060726027,77.23207003838219
100826,Tasty Hub 863,11,2.0,,Average,432.0,26.90889333617057,75.73086527670947
100827,Urban Restaurant 155,2,1.0,2.9,Average,37.0,28.452622192036564,77.04850164467176
100828,Haldiram's,2,3.0,3.0,Good,47.0,28.55062992121686,77.05231721917747
100829,Spice Cafe 654,7,3.0,0.0,Not rated,131.0,18.52074449048538,73.84990239226948
100830,Cafe Studio 676,3,2.0,3.1,Good,66.0,28.579781019683807,77.37406386225665
100831,Spice Lounge 565,1,1.0,2.7,Average,456.0,28.650116866413324,77.23678574810394
100832,Spice Lounge 740,3,1.0,2.9,Average,66.0,28.53256195664714,77.42967056009952
100833,The Food Corner 515,1,1.0,4.3,Very Good,314.0,28.615842878848525,77.23328865982937
100834,House House 826,1,1.0,2.7,Average,245.0,28.63219741002411,77.17561310662254
100835,Royal Kitchen 941,3,2.0,2.5,Average,85.0,28.57952451324562,77.42247353655159
100836,McDonald's,2,4.0,0.0,Not rated,66.0,28.453479806266508,77.01424452656114
100837,Cafe Lounge 259,11,2.0,0.0,Not rated,38.0,26.894599689865025,75.76624499765568
100838,The Food House 81,2,3.0,2.5,Average,152.0,28.49212995400391,77.00417651453253
100839,Tasty Studio 579,5,2.0,4.7,Excellent,76.0,19.03585959720629,72.87843762299369
100840,Bistro Point 308,5,2.0,3.0,Good,131.0,19.084845904731143,72.89766099229757
100841,Urban Bites 879,1,3.0,3.2,Good,463.0,28.6510060526736,77.13827772463007
100842,Spice Kitchen 416,6,2.0,3.3,Good,44.0,12.986658663589091,77.56902368079972
100843,Grill Studio 58,1,3.0,4.5,Excellent,131.0,28.594055860001916,77.19286914531631
100844,Bistro Hub 85,13,1.0,1.9,Poor,261.0,25.16975681889286,55.30707301301589
100845,Tasty Bites 804,1,1.0,0.0,Not rated,6.0,28.655447569337994,77.1786652729848
100846,Urban Lounge 942,2,3.0,4.8,Excellent,2631.0,28.453351698175577,77.0150156234573
100847,Subway,1,2.0,3.3,Good,687.0,28.582350758908866,77.2373372632682
100848,Bistro Cafe 487,15,3.0,2.6,Average,23.0,1.3919600105998016,103.8211860271938
100849,Urban Bites 948,3,3.0,3.0,Good,12.0,28.56353507714078,77.44465924349353
100850,Grill Cafe 674,5,1.0,3.1,Good,184.0,19.039189060990175,72.87244440953957
100851,Pizza Hut,1,2.0,4.1,Very Good,54.0,28.70190067833828,77.27490411733085
100852,Subway,7,1.0,2.8,Average,554.0,18.501481381112445,73.92889386711943
100853,Bistro House 952,1,2.0,3.7,Good,332.0,28.641341726781828,77.22503154966755
100854,McDonald's,11,3.0,0.0,Not rated,105.0,26.98193045100706,75.80193962894047
100855,Cafe House 694,1,1.0,2.1,Average,70.0,28.6449877038914,77.22856590521266
100856,Kitchen House 774,1,2.0,2.9,Average,1258.0,28.622971280480126,77.23758079906877
100857,Bistro Restaurant 81,1,2.0,4.1,Very Good,568.0,28.56377065842631,77.21332995832115
100858,Kitchen Corner 101,3,1.0,3.0,Good,370.0,28.606936012925285,77.43190585699294
100859,Urban Express 620,5,3.0,3.6,Good,890.0,19.106279778760406,72.8952136037444
100860,Cafe House 993,1,2.0,3.4,Good,53.0,28.564380114670925,77.25751370843865
100861,Spice Bites 280,8,4.0,4.3,Very Good,1155.0,17.43906193554736,78.43585305382067
100862,Curry Studio 234,3,1.0,2.6,Average,114.0,28.537640328182494,77.39856919092779
100863,Tasty House 191,4,1.0,3.4,Good,288.0,28.399181976787833,77.3533406379096
100864,House House 88,3,2.0,2.7,Average,134.0,28.515476372969577,77.35104660643043
100865,The Food Point 731,2,1.0,4.3,Very Good,22.0,28.465490661278828,77.04166988472943
100866,Cafe Coffee Day,5,4.0,3.1,Good,589.0,19.10427873261435,72.89900193556309
100867,Starbucks,1,1.0,2.4,Average,15.0,28.596585755864083,77.26947623060687
100868,Royal Restaurant 399,1,2.0,3.6,Good,59.0,28.6183654274873,77.1971155264202
100869,Urban Kitchen 6,10,2.0,3.3,Good,105.0,22.690921507117018,88.3712899208102
100870,Curry Express 780,12,1.0,3.2,Good,15.0,23.03914948768955,72.55194636851854
100871,Royal Kitchen 192,2,1.0,3.1,Good,44.0,28.49330678015351,77.02167134906851
100872,Grill Lounge 525,1,2.0,2.5,Average,211.0,28.580360582822877,77.2656809355814
100873,Spice Kitchen 363,6,2.0,4.2,Very Good,147.0,12.924090896065922,77.59357771970406
100874,Cafe Cafe 804,2,1.0,3.6,Good,142.0,28.510758647726572,77.00177684697873
100875,Tasty Corner 299,1,3.0,4.3,Very Good,73.0,28.655167394894175,77.20260449129287
100876,Urban Restaurant 923,1,1.0,2.7,Average,172.0,28.673885035600936,77.19083770066565
100877,Green Cafe 534,7,1.0,3.3,Good,123.0,18.51761414138377,73.84125193188562
100878,Burger King,6,2.0,3.3,Good,23.0,13.015500984143614,77.57573894513237
100879,Cafe Coffee Day,1,1.0,3.7,Good,158.0,28.524500774204924,77.19150159279252
100880,Curry Hub 65,1,3.0,4.2,Very Good,48.0,28.63284273101789,77.16746267723705
100881,Cafe Coffee Day,1,1.0,3.1,Good,546.0,28.650055927298233,77.21142292597686
100882,Curry Kitchen 370,6,1.0,2.0,Average,85.0,12.947509786588286,77.56034871237121
100883,Green Restaurant 641,1,1.0,4.2,Very Good,5302.0,28.650854185989846,77.24894891588994
100884,Cafe Point 469,1,2.0,3.6,Good,665.0,28.60760738121115,77.19808033097354
100885,Cafe Coffee Day,8,2.0,2.8,Average,141.0,17.382210478085554,78.50100031271558
100886,Burger King,1,2.0,3.5,Good,401.0,28.604849012434833,77.22337295737351
100887,Cafe House 824,6,1.0,2.0,Average,10.0,13.026946126269523,77.53032615560083
100888,Curry Express 441,1,1.0,3.7,Good,676.0,28.59799725879495,77.19967258990944
100889,House Cafe 140,1,3.0,2.4,Average,54.0,28.593716737381044,77.2691451740391
100890,Cafe Restaurant 206,1,1.0,2.9,Average,190.0,28.583896958691057,77.18184433005491
100891,Royal House 992,7,3.0,0.0,Not rated,36.0,18.507499848968884,73.93620148597259
100892,Bistro Restaurant 649,10,1.0,3.7,Good,93.0,22.579425112390567,88.38295053417797
100893,Cafe Point 334,9,3.0,3.5,Good,155.0,13.10505061508285,80.28879302581238
100894,Tasty Express 117,2,1.0,3.4,Good,209.0,28.433134816751135,77.03497774271182
100895,Green Cafe 559,6,2.0,3.2,Good,175.0,12.984651636846213,77.6312121688861
100896,Haldiram's,1,1.0,3.0,Good,173.0,28.635318980585037,77.24755049220269
100897,Starbucks,1,1.0,3.1,Good,23.0,28.581252862243854,77.20834940055637
100898,Bistro Point 449,11,1.0,2.9,Average,3143.0,26.914609782532253,75.77223855353206
100899,Bistro Kitchen 839,1,1.0,1.9,Poor,182.0,28.610930303453202,77.15913145394295
100900,Tasty Bites 512,1,1.0,2.5,Average,269.0,28.616484739245934,77.2374813698752
100901,Cafe Coffee Day,1,2.0,3.4,Good,124.0,28.595350366897232,77.21129913859565
100902,House Hub 733,1,2.0,3.0,Good,58.0,28.609157509630812,77.1794671589733
100903,Tasty Kitchen 460,1,3.0,3.3,Good,224.0,28.614987479377497,77.1886840244857
100904,Curry Cafe 411,5,2.0,3.0,Good,250.0,19.141241678026404,72.87530686257374
100905,Bistro House 557,2,2.0,2.6,Average,811.0,28.461065870667646,76.99224928913304
100906,Pizza Hut,10,1.0,2.7,Average,2188.0,22.619444496969205,88.3656003671943
100907,Grill Cafe 654,9,2.0,3.0,Good,1103.0,13.132193884555383,80.21399644806411
100908,Urban Point 674,2,1.0,3.0,Good,19.0,28.4133360947352,77.00796550699408
100909,Royal Bites 628,1,3.0,3.7,Good,114.0,28.603708377956117,77.16833428237514
100910,The Belgian Waffle Co,2,1.0,2.9,Average,259.0,28.509066065844184,77.03361244032565
100911,Tasty Express 989,5,1.0,2.3,Average,90.0,19.08233879619695,72.84347570412834
100912,Urban Corner 101,1,2.0,2.3,Average,141.0,28.609826564367143,77.18943482822048
100913,Grill Restaurant 532,5,1.0,4.7,Excellent,17.0,19.102251048340815,72.95679257340798
100914,Bistro Cafe 227,2,3.0,2.7,Average,511.0,28.49686338228495,77.05687495922163
100915,Tasty Studio 791,5,3.0,3.1,Good,17.0,19.074972010220026,72.89872223688846
100916,Bistro Lounge 155,3,1.0,3.3,Good,26.0,28.525761103369305,77.43641529037556
100917,Spice Studio 108,1,1.0,3.2,Good,51.0,28.531175074082086,77.226936468153
100918,Urban Kitchen 852,12,2.0,3.5,Good,172.0,23.024146872422715,72.52224921917325
100919,Royal Express 320,8,2.0,2.9,Average,22.0,17.371659548907637,78.44062260339963
100920,Green Lounge 495,1,1.0,3.2,Good,48.0,28.57867153991553,77.11415436513599
100921,Urban Studio 740,10,2.0,3.2,Good,765.0,22.56541326856742,88.37096797741634
100922,Kitchen Kitchen 308,3,2.0,0.0,Not rated,78.0,28.520890584149626,77.35389466431944
100923,Starbucks,11,1.0,3.2,Good,312.0,26.918320774079827,75.76733524932347
100924,Pizza Hut,8,1.0,3.7,Good,43.0,17.375234897286848,78.47550442596068
100925,House Hub 953,2,2.0,3.2,Good,170.0,28.47514490812862,77.00530279771029
100926,Green Lounge 179,1,1.0,0.0,Not rated,75.0,28.61998669796178,77.20779262950266
100927,Kitchen Lounge 437,1,3.0,4.1,Very Good,82.0,28.658474227168956,77.1990957623928
100928,Green House 645,4,1.0,3.6,Good,186.0,28.39019957354724,77.30440891640207
100929,The Belgian Waffle Co,5,2.0,4.2,Very Good,21.0,19.13829471617565,72.8235197052883
100930,Tasty Corner 756,1,3.0,2.3,Average,258.0,28.651253441329626,77.21745993314836
100931,Green Studio 607,1,3.0,4.0,Very Good,131.0,28.665936045577826,77.2851553275975
100932,Spice Restaurant 220,9,1.0,3.4,Good,137.0,13.091546881910025,80.28037032558416
100933,Starbucks,14,1.0,2.4,Average,442.0,51.497553923524535,-0.048383457530080304
100934,Urban Cafe 105,4,3.0,3.6,Good,341.0,28.390071836241617,77.2979089753362
100935,Grill Hub 375,1,1.0,3.7,Good,136.0,28.675233640900505,77.20015286730403
100936,Curry Kitchen 269,1,1.0,2.5,Average,38.0,28.652283151424587,77.20830489182966
100937,Curry Lounge 990,1,3.0,3.7,Good,1069.0,28.578615928807412,77.20305720242254
100938,Cafe House 626,11,1.0,3.6,Good,37.0,26.946616535964885,75.82807257464927
100939,Urban Express 361,1,1.0,2.3,Average,327.0,28.585012397420396,77.13232089984538
100940,Cafe Hub 834,5,1.0,2.9,Average,23.0,19.087350176469183,72.86178560036106
100941,The Food Cafe 605,1,2.0,3.4,Good,599.0,28.642807640811192,77.2672180863491
100942,McDonald's,5,2.0,2.7,Average,576.0,19.127029164026204,72.8603176052714
100943,Green Garden 120,6,1.0,2.4,Average,13.0,12.979914054797064,77.62710047162021
100944,Starbucks,9,1.0,2.9,Average,298.0,13.078010137141586,80.29184408309229
100945,Burger King,1,1.0,3.5,Good,307.0,28.615444627200198,77.2064592924168
100946,Royal Cafe 393,1,2.0,3.6,Good,478.0,28.65123962618032,77.2200809279986
100947,Curry Bites 551,1,1.0,2.4,Average,240.0,28.64149335934415,77.20600774490238
100948,House Hub 569,11,3.0,3.8,Good,62.0,26.911828318713784,75.71287852905355
100949,Cafe Coffee Day,10,1.0,0.0,Not rated,68.0,22.507382754657588,88.37999903955739
100950,Pizza Hut,5,4.0,2.6,Average,1277.0,18.990793405890052,72.85613659856955
100951,Cafe Corner 887,5,1.0,2.8,Average,41.0,19.083886760627347,72.82951185644893
100952,Spice Studio 140,6,3.0,4.1,Very Good,332.0,12.930256261711605,77.60814498655876
100953,Burger King,1,1.0,3.4,Good,801.0,28.59539046280999,77.22023431839716
100954,Grill Bites 507,11,1.0,3.0,Good,50.0,26.904457023751213,75.8216490610783
100955,Curry House 728,2,3.0,3.1,Good,30.0,28.532176990851763,77.0174580722111
100956,Curry Hub 85,2,3.0,3.1,Good,36.0,28.463783037603992,77.056656451115
100957,Green Garden 34,4,1.0,3.1,Good,291.0,28.43409918786628,77.31854229531697
100958,Grill Garden 173,1,2.0,2.5,Average,31.0,28.631559156917262,77.22108417740547
100959,Cafe Restaurant 792,1,2.0,3.0,Good,147.0,28.529133936011274,77.22397131351616
100960,Grill Lounge 116,7,3.0,3.3,Good,1032.0,18.506417813667234,73.81012761161644
100961,The Food Lounge 844,1,1.0,2.1,Average,134.0,28.571198941756865,77.22219792436925
100962,Grill Corner 779,5,2.0,2.7,Average,61.0,19.1364521083485,72.88133668003836
100963,Grill Point 436,1,2.0,3.5,Good,227.0,28.550223997538442,77.19950962554589
100964,The Belgian Waffle Co,2,1.0,3.0,Good,159.0,28.444771160305528,77.03060176454166
100965,The Food Corner 461,1,3.0,3.2,Good,320.0,28.604774541377147,77.2982353404751
100966,Urban Studio 887,2,1.0,2.4,Average,1155.0,28.42499560989573,76.95941962000558
100967,Green Point 831,7,1.0,4.0,Very Good,356.0,18.52394984154009,73.85209576472194
100968,Bistro Express 882,1,2.0,2.7,Average,2071.0,28.61242026918329,77.23741468144448
100969,House House 170,5,2.0,3.4,Good,336.0,19.081706597671413,72.83408721600253
100970,Green Point 825,3,1.0,2.7,Average,62.0,28.553087195580257,77.40398667896672
100971,Pizza Hut,6,1.0,3.0,Good,3042.0,12.979888660129015,77.60518133478172
100972,Cafe Lounge 173,12,4.0,3.9,Good,181.0,23.035816668649588,72.5157841069569
100973,Bistro Garden 297,7,1.0,2.1,Average,38.0,18.55932740713873,73.83624906602351
100974,Grill Bites 835,1,2.0,3.2,Good,3323.0,28.55616173032683,77.27141961665993
100975,Burger King,1,2.0,4.0,Very Good,86.0,28.638398827311413,77.15332650643948
100976,The Food Bites 130,1,1.0,4.1,Very Good,84.0,28.577300414036692,77.19363734236688
100977,Royal Point 150,5,3.0,0.0,Not rated,45.0,19.053516035460564,72.87191922553103
100978,Green Bites 403,1,2.0,3.2,Good,223.0,28.6181379957691,77.20914868531324
100979,Cafe Bites 276,3,2.0,4.6,Excellent,792.0,28.549896235574476,77.37654435324846
100980,Tasty Studio 78,5,2.0,3.9,Good,7.0,19.09451689140869,72.88058031930271
100981,Urban House 528,2,2.0,0.0,Not rated,286.0,28.426420735416375,77.02535465314068
100982,Bistro Express 466,8,2.0,0.0,Not rated,45.0,17.442091781493257,78.5115584888425
100983,Kitchen Cafe 3,1,3.0,4.0,Very Good,129.0,28.59927516276161,77.23855875177478
100984,Bistro Kitchen 749,1,1.0,2.3,Average,1274.0,28.588720748426827,77.22438321748824
100985,House Bites 715,7,1.0,0.0,Not rated,117.0,18.47588224471923,73.86498434936526
100986,Urban Lounge 408,3,1.0,3.2,Good,318.0,28.487532038624604,77.33627735067166
100987,Burger King,6,1.0,3.3,Good,175.0,12.922607030280084,77.59865223284204
100988,Curry Garden 331,3,1.0,2.8,Average,432.0,28.54650254313026,77.42998971846501
100989,Kitchen Lounge 592,1,3.0,3.0,Good,1316.0,28.635046268122135,77.15262209667391
100990,Barbeque Nation,9,2.0,4.2,Very Good,10.0,13.052452824264668,80.2245987800379
100991,House Corner 48,8,2.0,3.0,Good,675.0,17.345034241417256,78.53891731952851
100992,Barbeque Nation,6,2.0,2.9,Average,1178.0,12.96419240557515,77.54217443255584
100993,McDonald's,1,3.0,3.3,Good,348.0,28.617305024108834,77.20540413983736
100994,Spice House 208,5,2.0,3.3,Good,79.0,19.085204211949634,72.85839257282014
100995,Royal Bites 310,2,3.0,2.7,Average,38.0,28.42574996846606,77.07671010262831
100996,Cafe Coffee Day,1,1.0,2.6,Average,3054.0,28.608048130495337,77.21960171489461
100997,Pizza Hut,11,3.0,3.0,Good,56.0,26.967251214383616,75.81499361121867
100998,Kitchen Bites 926,1,2.0,3.7,Good,1354.0,28.572083256080827,77.21094905741597
100999,Spice House 641,12,1.0,2.4,Average,248.0,23.021480506490374,72.64123289311097
101000,Bistro Point 440,3,2.0,2.1,Average,1843.0,28.552999337349185,77.36496122738423
101001,Bistro Kitchen 2,1,2.0,1.9,Poor,91.0,28.580024299920545,77.22102461229983
101002,KFC,4,1.0,2.0,Average,18.0,28.430296002123953,77.36179756261537
101003,Subway,10,2.0,4.1,Very Good,222.0,22.52572676278839,88.41583366302855
101004,Curry Corner 9,7,1.0,3.0,Good,27.0,18.542608105504563,73.84732061522733
101005,Urban House 711,8,1.0,3.3,Good,5283.0,17.386517478162983,78.4158219415291
101006,KFC,6,4.0,3.9,Good,466.0,12.921920273270414,77.58115599597848
101007, KFC ,6,2.0,3.2,Good,481.0,12.995668298379522,77.6556258775897
101008,Urban Kitchen 321,9,3.0,3.4,Good,503.0,13.051344886563042,80.24398593136533
101009,The Food Hub 392,1,2.0,3.9,Good,89.0,28.608534121238744,77.21919194408792
101010,Royal Bites 694,3,1.0,3.1,Good,150.0,28.557555841119093,77.38025105486098
101011,Haldiram's,1,2.0,4.1,Very Good,254.0,28.58014447482767,77.2064711041609
101012,Cafe Bites 169,14,2.0,3.6,Good,2257.0,51.48890993752712,-0.08187513909635888
101013,Bistro Point 644,12,4.0,3.2,Good,42.0,23.06191557295242,72.58030680049876
101014,Tasty Cafe 704,1,1.0,2.7,Average,65.0,28.54145674538294,77.28046778560265
101015,Green Kitchen 919,6,3.0,2.9,Average,108.0,13.021253563135703,77.62876962671659
101016,KFC,11,3.0,4.2,Very Good,97.0,26.861151096279652,75.79189336820191
101017,Tasty Express 987,1,2.0,2.9,Average,27.0,28.589425533648633,77.20570480860925
101018,Royal Point 284,5,3.0,2.9,Average,,19.085884432142407,72.88931180698594
101019,Green Lounge 616,11,1.0,3.2,Good,18.0,26.933509894772058,75.74413871084263
101020,Cafe Garden 798,1,4.0,3.5,Good,767.0,28.624329650937565,77.17198220967875
101021,Spice Bites 897,6,2.0,3.4,Good,188.0,12.97325428845762,77.6210954091501
101022,Grill Cafe 522,1,1.0,4.2,Very Good,644.0,28.598638425216024,77.2411845975044
101023,Burger King,11,3.0,4.0,Very Good,104.0,26.967045176621735,75.74099562376361
101024,Spice Point 507,13,2.0,3.2,Good,160.0,25.23185347299011,55.30088303112283
101025,Green Studio 654,12,2.0,2.3,Average,1121.0,23.063646171481103,72.56524999136722
101026,Grill Corner 370,3,2.0,2.9,Average,1186.0,28.52075249450915,77.36190696583745
101027,Royal House 882,10,1.0,3.5,Good,631.0,22.491112583441296,88.35288933981325
101028,Tasty Express 560,9,2.0,2.4,Average,196.0,13.11840106123032,80.3017897644428
101029,Curry Kitchen 18,1,3.0,4.8,Excellent,494.0,28.626375174840774,77.23030745563068
101030,Spice Garden 221,9,1.0,3.0,Good,276.0,13.089100145567647,80.28110599070985
101031,Domino's Pizza,1,1.0,3.0,Good,141.0,28.594041880827273,77.2222469808787
101032,Tasty Lounge 294,5,1.0,2.6,Average,96.0,19.063815849465183,72.8377680571335
101033,Grill House 434,1,1.0,0.0,Not rated,366.0,28.59293325878127,77.22813909342962
101034,Urban Bites 550,1,2.0,2.4,Average,30.0,28.615480874071565,77.19299648129729
101035,Royal Garden 86,1,3.0,4.8,Excellent,1661.0,28.574151288507014,77.27974334329014
101036,Grill Point 998,6,4.0,4.5,Excellent,171.0,12.998291380817458,77.58129879374627
101037,Grill Express 401,2,2.0,3.8,Good,40.0,28.53078201804576,77.10451627495186
101038,House Bites 659,7,1.0,2.1,Average,72.0,18.499482159155495,73.85105811614726
101039,Starbucks,1,3.0,3.5,Good,65.0,28.558152329797057,77.20567848833609
101040,Green Corner 251,1,3.0,4.2,Very Good,110.0,28.610329473327894,77.19869910403223
101041,Burger King,4,2.0,3.6,Good,94.0,28.41993281677964,77.27376590876234
101042,Biryani Blues,8,2.0,2.5,Average,70.0,17.40086388630068,78.53312214036363
101043,The Food Bites 760,1,3.0,3.0,Good,118.0,28.6699878670095,77.21239836771034
101044,Royal Kitchen 13,5,2.0,2.9,Average,157.0,19.10455310290523,72.89964817460948
101045,Bistro Corner 168,10,1.0,2.6,Average,414.0,22.50919463337911,88.42042814481742
101046,Kitchen Lounge 530,5,2.0,4.2,Very Good,166.0,19.032740929874272,72.87311042043939
101047,Bistro Garden 171,1,1.0,1.8,Poor,201.0,28.628097882458754,77.20575377605533
101048,Bistro Garden 751,1,1.0,3.4,Good,191.0,28.59800464029333,77.21407184271841
101049,Spice Express 827,10,1.0,2.2,Average,287.0,22.625629447073244,88.31899952373566
101050,Grill Kitchen 270,1,1.0,2.4,Average,161.0,28.58110035595882,77.14499103941311
101051,Cafe Bites 79,10,1.0,1.7,Poor,58.0,22.606224848358853,88.31127082964089
101052,Grill Express 57,4,1.0,2.6,Average,50.0,28.386173093618567,77.36124404844104
101053,Cafe Hub 377,12,2.0,,Very Good,294.0,23.031676761586898,72.55999119088179
101054,KFC,8,3.0,3.6,Good,976.0,17.356022594886646,78.51415322504769
101055,House Restaurant 119,15,4.0,2.8,Average,125.0,1.3716600852186163,103.81075146860125
101056,Haldiram's,2,1.0,0.0,Not rated,37.0,28.497044895682073,76.97138192009686
101057,Domino's Pizza,8,2.0,4.0,Very Good,157.0,17.3938548324761,78.5170121223573
101058,Curry Express 393,2,3.0,3.5,Good,96.0,28.52631963880848,76.9954857584162
101059,Royal Corner 567,3,1.0,4.3,Very Good,100.0,28.510284732372686,77.41129549444693
101060,Bistro Restaurant 672,5,2.0,3.7,Good,33.0,19.079428899120522,72.91002262880578
101061,Kitchen Point 427,10,2.0,3.6,Good,146.0,22.60220472903258,88.36234927320261
101062,Kitchen Garden 846,14,1.0,2.5,Average,209.0,51.47415777510463,-0.1112070433783024
101063,Pizza Hut,8,3.0,3.8,Good,53.0,17.387180065301607,78.43689101625904
101064,The Belgian Waffle Co,2,3.0,3.5,Good,64.0,28.48274139614703,77.12897584404044
101065,Royal Point 824,2,1.0,3.3,Good,56.0,28.492021995105517,77.04200447988258
101066,Spice House 71,7,1.0,2.6,Average,28.0,18.56036451342395,73.88404291613185
101067,The Food Garden 336,1,1.0,3.1,Good,53.0,28.583482799608944,77.24169879289495
