ReviewID,RestaurantID,ReviewDate,ReviewText
3639,102061,2026-07-26,delivery was late and food was cold
3640,102062,2025-03-20,long waiting time and average food
3641,102063,2025-04-27,delivery was late and food was cold would visit again
3642,102063,2025-11-08,slow service and cold food
3643,102063,2025-06-13,slow service and cold food
3644,102064,2025-05-09,tasty food with quick service
3645,102064,2025-10-18,overpriced food with disappointing service
3646,102065,2026-08-01,great value and wonderful atmosphere would visit again
3647,102065,2025-11-21,really good food and fast delivery
3648,102066,2025-10-25,delicious dishes and great ambience
3649,102066,2025-12-08,noisy place and disappointing experience would visit again
3650,102066,2025-01-29,fresh ingredients and helpful staff
3651,102067,2025-08-19,poor experience and rude staff
3652,102067,2025-01-14,poor experience and rude staff
3653,102067,2025-10-07,long waiting time and average food
3654,102067,2026-02-12,delivery was late and food was cold not recommended
3655,102067,2026-04-20,bad service and small portions would visit again
3656,102068,2026-03-13,overpriced food with disappointing service
3657,102068,2025-03-23,great value and wonderful atmosphere
3658,102069,2025-01-23,amazing experience highly recommended not recommended
3659,102069,2026-06-20,noisy place and disappointing experience
3660,102069,2025-03-20,slow service and cold food
3661,102070,2025-09-25,overpriced food with disappointing service
3662,102070,2025-05-04,delivery was late and food was cold
3663,102070,2025-03-10,long waiting time and average food
3664,102071,2026-03-20,long waiting time and average food
3665,102071,2026-03-17,long waiting time and average food not recommended
3666,102072,2026-07-14,slow service and cold food
3667,102073,2026-03-12,bad service and small portions
3668,102073,2026-07-25,bad service and small portions needs improvement
3669,102074,2026-06-13,really good food and fast delivery
3670,102074,2025-11-03,tasty food with quick service
3671,102074,2025-10-23,really good food and fast delivery worth trying
3672,102075,2025-01-19,delivery was late and food was cold worth trying
3673,102075,2026-07-25,long waiting time and average food
3674,102076,2025-03-24,overpriced food with disappointing service would visit again
3675,102076,2026-05-17,long waiting time and average food
3676,102076,2025-07-24,noisy place and disappointing experience
3677,102077,2025-02-26,fresh ingredients and helpful staff
3678,102078,2025-04-30,bad service and small portions
3679,102079,2026-02-18,delivery was late and food was cold
3680,102080,2026-01-19,noisy place and disappointing experience
3681,102080,2026-01-25,long waiting time and average food
3682,102081,2025-01-25,overpriced food with disappointing service
3683,102081,2025-10-22,tasty food with quick service needs improvement
3684,102081,2026-07-28,tasty food with quick service
3685,102081,2026-01-27,amazing experience highly recommended
3686,102081,2026-04-18,overpriced food with disappointing service
3687,102082,2025-12-28,slow service and cold food
3688,102083,2026-03-09,amazing experience highly recommended would visit again
3689,102083,2025-12-22,fresh ingredients and helpful staff
3690,102084,2025-06-22,excellent food and friendly service
3691,102085,2025-03-05,delivery was late and food was cold
3692,102086,2026-07-03,tasty food with quick service not recommended
3693,102087,2025-07-13,overpriced food with disappointing service
3694,102087,2025-10-30,excellent food and friendly service would visit again
3695,102087,2025-02-22,bad service and small portions
3696,102087,2025-07-08,fresh ingredients and helpful staff not recommended
3697,102089,2025-05-28,delivery was late and food was cold
3698,102090,2025-06-04,overpriced food with disappointing service
3699,102091,2026-01-01,great value and wonderful atmosphere
3700,102091,2025-06-22,amazing experience highly recommended
3701,102092,2026-08-02,slow service and cold food
3702,102092,2025-07-24,bad service and small portions
3703,102093,2025-05-13,poor experience and rude staff
3704,102093,2025-02-11,long waiting time and average food
3705,102094,2026-01-13,really good food and fast delivery
3706,102095,2025-01-16,overpriced food with disappointing service
3707,102097,2026-05-25,overpriced food with disappointing service
3708,102097,2025-09-04,poor experience and rude staff
3709,102098,2025-09-05,slow service and cold food
3710,102098,2026-01-19,slow service and cold food
3711,102098,2025-03-04,delivery was late and food was cold
3712,102099,2026-06-13,bad service and small portions
3713,102100,2026-07-29,amazing experience highly recommended not recommended
3714,102100,2026-06-13,noisy place and disappointing experience worth trying
3715,102101,2025-02-22,delicious dishes and great ambience
3716,102101,2026-03-06,fresh ingredients and helpful staff
3717,102101,2025-05-19,slow service and cold food worth trying
3718,102102,2025-03-28,amazing experience highly recommended
3719,102102,2026-03-16,fresh ingredients and helpful staff
3720,102103,2026-04-08,noisy place and disappointing experience
3721,102104,2025-01-30,delivery was late and food was cold
3722,102104,2026-04-04,slow service and cold food
3723,102105,2025-08-07,poor experience and rude staff needs improvement
3724,102105,2026-05-15,bad service and small portions
3725,102105,2026-03-27,slow service and cold food
3726,102105,2025-11-20,long waiting time and average food would visit again
3727,102106,2025-06-27,long waiting time and average food worth trying
3728,102107,2025-03-31,overpriced food with disappointing service
3729,102108,2025-05-10,slow service and cold food
3730,102109,2025-05-27,overpriced food with disappointing service
3731,102110,2026-02-18,delicious dishes and great ambience needs improvement
3732,102111,2025-09-28,slow service and cold food
3733,102111,2025-12-15,noisy place and disappointing experience needs improvement
3734,102112,2025-09-27,noisy place and disappointing experience
3735,102113,2026-06-12,tasty food with quick service
3736,102113,2026-07-13,amazing experience highly recommended would visit again
3737,102113,2025-07-12,excellent food and friendly service worth trying
3738,102114,2025-04-18,excellent food and friendly service
3739,102114,2026-07-18,fresh ingredients and helpful staff
3740,102114,2025-12-05,long waiting time and average food would visit again
3741,102115,2025-12-20,bad service and small portions
3742,102116,2026-07-17,excellent food and friendly service
3743,102116,2026-01-02,tasty food with quick service
3744,102116,2026-07-12,long waiting time and average food
3745,102117,2026-06-15,noisy place and disappointing experience
3746,102118,2025-04-10,great value and wonderful atmosphere
3747,102119,2025-10-14,bad service and small portions
3748,102119,2025-11-03,bad service and small portions
3749,102120,2025-09-22,long waiting time and average food
3750,102120,2025-06-24,bad service and small portions
3751,102120,2025-09-18,poor experience and rude staff not recommended
3752,102121,2025-01-09,tasty food with quick service
3753,102121,2026-04-18,fresh ingredients and helpful staff
3754,102123,2026-05-13,slow service and cold food
3755,102123,2026-07-12,overpriced food with disappointing service worth trying
3756,102123,2025-11-02,bad service and small portions
3757,102124,2026-02-22,excellent food and friendly service
3758,102124,2025-06-03,really good food and fast delivery
3759,102125,2025-03-27,fresh ingredients and helpful staff
3760,102125,2025-02-08,delicious dishes and great ambience
3761,102125,2025-04-28,delivery was late and food was cold worth trying
3762,102125,2025-04-14,noisy place and disappointing experience
3763,102126,2026-04-13,great value and wonderful atmosphere
3764,102127,2025-01-24,long waiting time and average food would visit again
3765,102127,2026-02-14,bad service and small portions
3766,102128,2025-06-16,overpriced food with disappointing service
3767,102129,2025-04-05,long waiting time and average food
3768,102130,2026-04-26,long waiting time and average food
3769,102130,2025-06-10,poor experience and rude staff
3770,102130,2025-03-13,slow service and cold food
3771,102131,2025-02-05,noisy place and disappointing experience
3772,102131,2025-08-08,bad service and small portions worth trying
3773,102132,2025-11-01,poor experience and rude staff
3774,102132,2026-03-23,slow service and cold food
3775,102132,2026-02-04,noisy place and disappointing experience
3776,102133,2025-05-07,fresh ingredients and helpful staff not recommended
3777,102133,2025-06-27,bad service and small portions
3778,102134,2026-04-14,delivery was late and food was cold
3779,102134,2025-08-02,delivery was late and food was cold not recommended
3780,102134,2026-07-23,delicious dishes and great ambience
3781,102134,2026-03-21,overpriced food with disappointing service
3782,102134,2026-02-03,excellent food and friendly service
3783,102135,2025-10-16,tasty food with quick service not recommended
3784,102135,2026-05-02,fresh ingredients and helpful staff
3785,102135,2025-03-20,delicious dishes and great ambience
3786,102135,2026-05-04,long waiting time and average food
3787,102136,2025-06-01,amazing experience highly recommended
3788,102137,2025-09-18,noisy place and disappointing experience
3789,102138,2025-04-12,tasty food with quick service
3790,102138,2025-08-25,fresh ingredients and helpful staff would visit again
3791,102139,2025-11-16,long waiting time and average food
3792,102140,2026-05-22,bad service and small portions would visit again
3793,102141,2026-08-01,excellent food and friendly service needs improvement
3794,102141,2025-08-14,fresh ingredients and helpful staff would visit again
3795,102141,2025-11-01,bad service and small portions
3796,102142,2025-05-17,slow service and cold food worth trying
3797,102142,2025-11-19,tasty food with quick service
3798,102142,2025-04-10,bad service and small portions
3799,102143,2025-10-25,long waiting time and average food
3800,102144,2025-10-14,excellent food and friendly service
3801,102144,2026-01-04,noisy place and disappointing experience
3802,102144,2025-09-30,noisy place and disappointing experience would visit again
3803,102145,2026-01-08,delicious dishes and great ambience
3804,102145,2026-02-09,amazing experience highly recommended
3805,102145,2025-03-23,delicious dishes and great ambience
3806,102145,2025-04-03,really good food and fast delivery
3807,102146,2025-02-15,tasty food with quick service
3808,102147,2026-05-21,really good food and fast delivery worth trying
3809,102147,2026-05-04,great value and wonderful atmosphere
3810,102147,2026-04-24,overpriced food with disappointing service
3811,102148,2026-04-17,great value and wonderful atmosphere
3812,102148,2026-01-23,great value and wonderful atmosphere
3813,102148,2026-01-22,long waiting time and average food
3814,102148,2025-09-19,really good food and fast delivery
3815,102149,2025-08-14,bad service and small portions
3816,102150,2025-04-16,fresh ingredients and helpful staff
3817,102153,2025-10-13,long waiting time and average food
3818,102154,2025-05-26,excellent food and friendly service worth trying
3819,102154,2025-12-28,tasty food with quick service worth trying
3820,102154,2025-10-18,amazing experience highly recommended
3821,102154,2025-05-17,bad service and small portions
3822,102154,2025-04-08,delicious dishes and great ambience
3823,102155,2025-11-19,excellent food and friendly service needs improvement
3824,102156,2025-12-09,bad service and small portions would visit again
3825,102156,2026-07-29,noisy place and disappointing experience
3826,102157,2025-03-19,delicious dishes and great ambience
3827,102157,2025-02-28,really good food and fast delivery
3828,102158,2025-03-29,overpriced food with disappointing service
3829,102158,2026-05-08,bad service and small portions
3830,102158,2026-04-14,long waiting time and average food
3831,102158,2025-02-07,bad service and small portions
3832,102159,2026-07-06,overpriced food with disappointing service
3833,102159,2025-04-04,poor experience and rude staff
3834,102160,2026-05-25,slow service and cold food
3835,102160,2025-03-02,overpriced food with disappointing service worth trying
3836,102160,2025-08-05,delivery was late and food was cold
3837,102160,2026-01-17,overpriced food with disappointing service
3838,102161,2025-10-09,delicious dishes and great ambience not recommended
3839,102161,2025-06-29,excellent food and friendly service worth trying
3840,102162,2026-07-29,bad service and small portions would visit again
3841,102162,2025-01-03,great value and wonderful atmosphere
3842,102162,2025-04-13,amazing experience highly recommended
3843,102163,2025-04-10,tasty food with quick service
3844,102164,2026-01-01,overpriced food with disappointing service
3845,102166,2026-01-13,overpriced food with disappointing service
3846,102166,2025-10-02,overpriced food with disappointing service
3847,102167,2026-03-26,excellent food and friendly service
3848,102167,2025-12-13,excellent food and friendly service
3849,102168,2025-08-10,great value and wonderful atmosphere
3850,102170,2025-05-01,long waiting time and average food
3851,102170,2025-01-01,bad service and small portions not recommended
3852,102172,2025-09-12,delicious dishes and great ambience would visit again
3853,102173,2025-07-25,delicious dishes and great ambience
3854,102173,2025-10-21,fresh ingredients and helpful staff would visit again
3855,102174,2025-05-05,overpriced food with disappointing service
3856,102174,2025-03-14,long waiting time and average food
3857,102175,2025-03-17,long waiting time and average food
3858,102176,2026-07-13,overpriced food with disappointing service
3859,102176,2025-04-12,slow service and cold food
3860,102176,2025-10-29,noisy place and disappointing experience
3861,102176,2025-07-02,long waiting time and average food
3862,102176,2025-08-29,long waiting time and average food not recommended
3863,102178,2026-01-19,slow service and cold food would visit again
3864,102178,2025-09-21,amazing experience highly recommended
3865,102178,2026-01-07,great value and wonderful atmosphere needs improvement
3866,102179,2026-02-11,great value and wonderful atmosphere
3867,102180,2025-04-20,slow service and cold food needs improvement
3868,102180,2025-07-09,tasty food with quick service would visit again
3869,102180,2026-01-24,fresh ingredients and helpful staff not recommended
3870,102180,2025-04-24,bad service and small portions
3871,102181,2026-01-22,poor experience and rude staff
3872,102181,2025-10-10,poor experience and rude staff needs improvement
3873,102181,2026-01-29,noisy place and disappointing experience
3874,102181,2026-03-06,slow service and cold food worth trying
3875,102182,2025-01-10,bad service and small portions needs improvement
3876,102182,2026-07-21,great value and wonderful atmosphere
3877,102182,2025-10-16,fresh ingredients and helpful staff
3878,102183,2026-01-17,fresh ingredients and helpful staff
3879,102184,2026-03-12,amazing experience highly recommended
3880,102184,2026-06-13,excellent food and friendly service worth trying
3881,102184,2025-07-13,delicious dishes and great ambience
3882,102185,2026-03-15,great value and wonderful atmosphere needs improvement
3883,102185,2026-03-30,overpriced food with disappointing service
3884,102185,2025-01-04,great value and wonderful atmosphere would visit again
3885,102185,2026-01-31,slow service and cold food
3886,102187,2025-12-11,great value and wonderful atmosphere
3887,102188,2025-09-02,overpriced food with disappointing service
3888,102188,2026-01-20,bad service and small portions
3889,102189,2026-06-18,excellent food and friendly service worth trying
3890,102189,2025-12-13,amazing experience highly recommended
3891,102190,2025-07-30,slow service and cold food
3892,102190,2025-03-05,slow service and cold food
3893,102190,2026-08-03,long waiting time and average food
3894,102190,2026-06-26,overpriced food with disappointing service
3895,102191,2025-09-12,overpriced food with disappointing service
3896,102192,2026-03-29,really good food and fast delivery
3897,102192,2026-02-19,amazing experience highly recommended needs improvement
3898,102192,2025-09-10,bad service and small portions not recommended
3899,102193,2026-04-15,amazing experience highly recommended
3900,102193,2025-01-24,great value and wonderful atmosphere
3901,102193,2025-07-05,delicious dishes and great ambience
3902,102194,2026-01-03,slow service and cold food
3903,102194,2025-07-15,bad service and small portions
3904,102195,2025-06-15,bad service and small portions worth trying
3905,102195,2026-06-09,long waiting time and average food
3906,102195,2025-06-02,noisy place and disappointing experience
3907,102195,2026-06-08,noisy place and disappointing experience
3908,102196,2026-03-03,slow service and cold food
3909,102196,2026-01-27,overpriced food with disappointing service
3910,102196,2025-06-29,slow service and cold food
3911,102196,2025-10-16,bad service and small portions
3912,102196,2025-01-20,overpriced food with disappointing service
3913,102196,2025-03-22,long waiting time and average food
3914,102198,2026-06-20,poor experience and rude staff not recommended
3915,102198,2025-06-08,poor experience and rude staff
3916,102198,2025-10-18,overpriced food with disappointing service
3917,102200,2025-02-15,poor experience and rude staff worth trying
3918,102201,2025-11-16,really good food and fast delivery
3919,102202,2025-09-11,delicious dishes and great ambience
3920,102203,2026-02-03,bad service and small portions
3921,102203,2025-05-29,slow service and cold food
3922,102204,2026-07-10,noisy place and disappointing experience
3923,102204,2025-05-21,bad service and small portions would visit again
3924,102204,2026-05-30,overpriced food with disappointing service
3925,102205,2025-10-13,great value and wonderful atmosphere
3926,102205,2026-01-04,tasty food with quick service
3927,102206,2025-01-16,long waiting time and average food
3928,102208,2026-07-10,noisy place and disappointing experience would visit again
3929,102208,2026-01-30,really good food and fast delivery
3930,102209,2026-05-02,great value and wonderful atmosphere
3931,102209,2025-11-15,overpriced food with disappointing service
3932,102210,2026-02-27,poor experience and rude staff needs improvement
3933,102212,2025-10-19,overpriced food with disappointing service
3934,102212,2025-05-14,bad service and small portions
3935,102212,2026-08-03,long waiting time and average food
3936,102215,2025-03-24,bad service and small portions
3937,102216,2025-04-24,long waiting time and average food worth trying
3938,102216,2026-02-13,noisy place and disappointing experience
3939,102218,2026-04-02,fresh ingredients and helpful staff
3940,102218,2025-05-03,slow service and cold food would visit again
3941,102219,2025-10-18,poor experience and rude staff
3942,102219,2025-04-30,noisy place and disappointing experience
3943,102220,2025-01-02,delivery was late and food was cold
3944,102220,2025-04-01,poor experience and rude staff needs improvement
3945,102220,2026-01-22,long waiting time and average food
3946,102220,2025-05-27,delicious dishes and great ambience
3947,102223,2026-07-14,overpriced food with disappointing service
3948,102224,2026-06-13,tasty food with quick service
3949,102224,2025-06-24,fresh ingredients and helpful staff
3950,102225,2026-06-04,long waiting time and average food
3951,102226,2025-11-30,noisy place and disappointing experience worth trying
3952,102226,2025-06-29,overpriced food with disappointing service
3953,102227,2026-08-02,bad service and small portions
3954,102227,2026-05-04,overpriced food with disappointing service would visit again
3955,102228,2025-11-12,fresh ingredients and helpful staff
3956,102228,2026-01-19,delivery was late and food was cold
3957,102228,2025-08-23,really good food and fast delivery
3958,102228,2026-05-31,really good food and fast delivery
3959,102228,2026-04-26,amazing experience highly recommended
3960,102229,2025-02-13,excellent food and friendly service
3961,102229,2025-05-07,bad service and small portions not recommended
3962,102229,2026-01-07,long waiting time and average food
3963,102230,2026-06-06,slow service and cold food
3964,102230,2025-01-08,poor experience and rude staff needs improvement
3965,102230,2026-01-12,poor experience and rude staff
3966,102230,2026-04-01,bad service and small portions needs improvement
3967,102230,2025-03-26,bad service and small portions
3968,102230,2026-03-19,bad service and small portions
3969,102231,2026-01-19,long waiting time and average food worth trying
3970,102231,2026-01-10,tasty food with quick service
3971,102232,2026-04-23,great value and wonderful atmosphere
3972,102232,2025-03-06,tasty food with quick service worth trying
3973,102232,2026-06-10,delivery was late and food was cold
3974,102232,2025-11-18,delivery was late and food was cold
3975,102233,2025-06-10,delivery was late and food was cold
3976,102234,2026-03-26,noisy place and disappointing experience needs improvement
3977,102234,2025-07-06,long waiting time and average food
3978,102236,2026-07-19,great value and wonderful atmosphere
3979,102236,2025-11-24,fresh ingredients and helpful staff
3980,102237,2025-05-20,great value and wonderful atmosphere
3981,102237,2025-11-26,tasty food with quick service
3982,102237,2026-05-30,fresh ingredients and helpful staff
3983,102238,2025-07-02,great value and wonderful atmosphere
3984,102238,2025-04-24,really good food and fast delivery
3985,102239,2026-07-31,tasty food with quick service
3986,102240,2025-09-12,amazing experience highly recommended
3987,102241,2025-08-30,great value and wonderful atmosphere
3988,102241,2025-08-09,amazing experience highly recommended not recommended
3989,102242,2025-03-18,poor experience and rude staff would visit again
3990,102242,2025-12-31,long waiting time and average food worth trying
3991,102242,2026-03-17,noisy place and disappointing experience
3992,102243,2025-05-03,amazing experience highly recommended worth trying
3993,102244,2025-05-10,really good food and fast delivery
3994,102244,2026-03-10,delicious dishes and great ambience
3995,102244,2026-04-30,long waiting time and average food
3996,102244,2026-01-21,fresh ingredients and helpful staff
3997,102244,2026-05-19,amazing experience highly recommended
3998,102244,2025-08-06,excellent food and friendly service would visit again
3999,102245,2026-06-13,long waiting time and average food
4000,102245,2025-02-25,long waiting time and average food
4001,102246,2026-06-08,poor experience and rude staff
4002,102246,2026-04-13,long waiting time and average food
4003,102247,2025-09-22,great value and wonderful atmosphere
4004,102248,2025-03-10,slow service and cold food
4005,102249,2026-02-21,poor experience and rude staff
4006,102249,2025-07-06,great value and wonderful atmosphere
4007,102251,2026-04-26,poor experience and rude staff
4008,102251,2026-04-02,long waiting time and average food
4009,102252,2026-03-04,tasty food with quick service
4010,102252,2025-04-03,excellent food and friendly service worth trying
4011,102252,2026-07-29,excellent food and friendly service
4012,102252,2026-06-25,delivery was late and food was cold
4013,102253,2026-01-17,amazing experience highly recommended needs improvement
4014,102253,2025-10-03,excellent food and friendly service
4015,102253,2026-08-03,great value and wonderful atmosphere
4016,102253,2025-01-16,amazing experience highly recommended
4017,102255,2025-01-21,noisy place and disappointing experience
4018,102255,2026-03-14,overpriced food with disappointing service
4019,102256,2025-09-22,fresh ingredients and helpful staff
4020,102257,2026-04-30,slow service and cold food
4021,102259,2025-06-27,long waiting time and average food
4022,102259,2025-10-22,long waiting time and average food
4023,102259,2025-12-03,really good food and fast delivery worth trying
4024,102260,2025-09-24,delivery was late and food was cold
4025,102260,2026-03-26,delivery was late and food was cold needs improvement
4026,102261,2025-07-08,fresh ingredients and helpful staff
4027,102262,2025-04-28,slow service and cold food would visit again
4028,102262,2026-06-11,poor experience and rude staff
4029,102262,2025-12-26,delivery was late and food was cold
4030,102264,2025-11-28,poor experience and rude staff not recommended
4031,102264,2025-05-07,delivery was late and food was cold
4032,102264,2025-05-31,overpriced food with disappointing service
4033,102265,2025-07-30,noisy place and disappointing experience
4034,102265,2025-02-26,overpriced food with disappointing service
4035,102267,2026-08-02,noisy place and disappointing experience
4036,102268,2025-03-18,long waiting time and average food not recommended
4037,102268,2026-05-15,delivery was late and food was cold
4038,102270,2026-01-28,noisy place and disappointing experience
4039,102270,2025-01-13,long waiting time and average food
4040,102270,2025-03-05,delivery was late and food was cold
4041,102270,2026-03-15,long waiting time and average food
4042,102270,2025-03-03,slow service and cold food
4043,102271,2025-01-29,delivery was late and food was cold
4044,102271,2025-07-02,overpriced food with disappointing service needs improvement
4045,102272,2025-01-23,poor experience and rude staff
4046,102273,2025-04-10,noisy place and disappointing experience
4047,102274,2025-10-15,delivery was late and food was cold
4048,102275,2025-01-21,slow service and cold food
4049,102275,2025-11-25,overpriced food with disappointing service needs improvement
4050,102275,2025-05-30,poor experience and rude staff needs improvement
4051,102276,2025-04-22,noisy place and disappointing experience
4052,102276,2026-01-02,overpriced food with disappointing service
4053,102277,2025-03-10,tasty food with quick service would visit again
4054,102277,2025-03-22,amazing experience highly recommended
4055,102278,2025-04-17,fresh ingredients and helpful staff
4056,102280,2026-07-17,tasty food with quick service
4057,102280,2026-01-14,overpriced food with disappointing service not recommended
4058,102280,2025-12-02,poor experience and rude staff
4059,102282,2026-07-04,long waiting time and average food needs improvement
4060,102282,2026-02-24,amazing experience highly recommended
4061,102282,2025-11-28,delivery was late and food was cold
4062,102283,2025-10-02,really good food and fast delivery not recommended
4063,102283,2026-06-07,great value and wonderful atmosphere
4064,102283,2026-03-26,long waiting time and average food
4065,102286,2025-08-09,slow service and cold food
4066,102286,2026-05-19,slow service and cold food
4067,102287,2026-03-16,fresh ingredients and helpful staff
4068,102288,2025-07-04,great value and wonderful atmosphere
4069,102288,2025-09-20,long waiting time and average food worth trying
4070,102289,2025-09-19,noisy place and disappointing experience
4071,102290,2026-07-21,bad service and small portions not recommended
4072,102290,2026-05-30,overpriced food with disappointing service
4073,102290,2025-03-05,overpriced food with disappointing service
4074,102291,2025-08-28,delivery was late and food was cold
4075,102291,2026-05-01,slow service and cold food
4076,102291,2025-11-14,slow service and cold food
4077,102291,2025-12-04,delivery was late and food was cold
4078,102292,2026-07-24,long waiting time and average food needs improvement
4079,102293,2025-03-20,amazing experience highly recommended would visit again
4080,102295,2025-03-10,poor experience and rude staff not recommended
4081,102295,2026-07-14,excellent food and friendly service
4082,102295,2025-04-10,bad service and small portions
4083,102296,2025-08-13,bad service and small portions
4084,102296,2025-04-26,slow service and cold food
4085,102297,2025-01-04,delicious dishes and great ambience not recommended
4086,102299,2025-10-02,poor experience and rude staff
4087,102299,2025-09-17,fresh ingredients and helpful staff
4088,102300,2025-08-24,overpriced food with disappointing service
4089,102300,2025-05-18,noisy place and disappointing experience
4090,102301,2025-05-18,great value and wonderful atmosphere
4091,102301,2025-03-07,delicious dishes and great ambience
4092,102301,2025-12-06,overpriced food with disappointing service
4093,102301,2025-03-30,delicious dishes and great ambience
4094,102302,2026-01-06,slow service and cold food
4095,102302,2025-05-16,delivery was late and food was cold
4096,102302,2026-06-22,long waiting time and average food
4097,102303,2025-03-14,delivery was late and food was cold
4098,102304,2025-04-01,really good food and fast delivery
4099,102304,2025-06-26,fresh ingredients and helpful staff
4100,102304,2025-01-12,long waiting time and average food
4101,102304,2026-03-08,noisy place and disappointing experience not recommended
4102,102305,2025-04-20,overpriced food with disappointing service
4103,102306,2025-06-19,fresh ingredients and helpful staff not recommended
4104,102307,2025-11-30,poor experience and rude staff worth trying
4105,102307,2025-07-14,long waiting time and average food
4106,102308,2025-10-13,delicious dishes and great ambience
4107,102308,2026-07-04,overpriced food with disappointing service worth trying
4108,102309,2026-05-20,poor experience and rude staff would visit again
4109,102311,2025-03-15,poor experience and rude staff not recommended
4110,102311,2025-02-11,bad service and small portions
4111,102313,2026-04-28,amazing experience highly recommended
4112,102313,2025-01-10,slow service and cold food would visit again
4113,102313,2025-07-17,delivery was late and food was cold worth trying
4114,102313,2025-11-23,delivery was late and food was cold
4115,102314,2025-08-13,noisy place and disappointing experience
4116,102315,2026-07-11,amazing experience highly recommended
4117,102318,2025-03-11,great value and wonderful atmosphere worth trying
4118,102318,2025-10-08,long waiting time and average food
4119,102318,2026-05-22,excellent food and friendly service
4120,102320,2026-03-18,fresh ingredients and helpful staff
4121,102320,2025-05-18,noisy place and disappointing experience
4122,102320,2026-06-19,amazing experience highly recommended
4123,102320,2025-04-17,poor experience and rude staff
4124,102321,2025-05-28,bad service and small portions
4125,102321,2025-02-18,slow service and cold food
4126,102322,2025-02-02,slow service and cold food
4127,102322,2026-01-08,great value and wonderful atmosphere
4128,102322,2026-04-20,great value and wonderful atmosphere
4129,102322,2026-01-13,delivery was late and food was cold needs improvement
4130,102323,2026-04-25,poor experience and rude staff
4131,102323,2026-02-21,long waiting time and average food
4132,102323,2025-05-15,long waiting time and average food
4133,102323,2025-10-05,noisy place and disappointing experience
4134,102323,2025-01-31,bad service and small portions
4135,102324,2025-01-08,really good food and fast delivery
4136,102324,2026-04-26,delicious dishes and great ambience
4137,102325,2026-05-23,amazing experience highly recommended
4138,102325,2026-01-05,noisy place and disappointing experience would visit again
4139,102325,2025-04-29,slow service and cold food needs improvement
4140,102325,2026-03-23,really good food and fast delivery
4141,102328,2026-01-31,tasty food with quick service
4142,102329,2025-07-05,bad service and small portions
4143,102329,2026-06-21,long waiting time and average food needs improvement
4144,102330,2025-09-29,bad service and small portions
4145,102331,2025-11-29,delicious dishes and great ambience
4146,102331,2025-10-25,great value and wonderful atmosphere
4147,102331,2026-02-17,amazing experience highly recommended
4148,102331,2025-12-06,fresh ingredients and helpful staff
4149,102332,2025-09-02,poor experience and rude staff
4150,102332,2025-08-23,tasty food with quick service would visit again
4151,102333,2025-10-12,delicious dishes and great ambience
4152,102333,2025-11-30,tasty food with quick service not recommended
4153,102333,2026-06-29,delicious dishes and great ambience
4154,102334,2025-09-15,really good food and fast delivery
4155,102334,2025-01-15,really good food and fast delivery
4156,102334,2025-06-22,tasty food with quick service
4157,102335,2025-10-26,overpriced food with disappointing service worth trying
4158,102335,2025-08-09,slow service and cold food
4159,102336,2026-01-31,slow service and cold food
4160,102336,2025-04-08,noisy place and disappointing experience
4161,102337,2025-08-15,long waiting time and average food would visit again
4162,102338,2025-01-17,poor experience and rude staff
4163,102339,2026-03-28,fresh ingredients and helpful staff
4164,102339,2025-04-30,fresh ingredients and helpful staff
4165,102339,2025-02-10,tasty food with quick service
4166,102339,2026-02-09,really good food and fast delivery
4167,102339,2026-05-28,excellent food and friendly service
4168,102340,2026-07-03,slow service and cold food
4169,102340,2025-01-07,noisy place and disappointing experience
4170,102340,2026-05-25,noisy place and disappointing experience would visit again
4171,102341,2026-06-04,excellent food and friendly service
4172,102341,2025-10-10,poor experience and rude staff needs improvement
4173,102341,2026-05-04,tasty food with quick service
4174,102341,2026-04-19,great value and wonderful atmosphere not recommended
4175,102341,2026-02-05,tasty food with quick service not recommended
4176,102342,2026-06-19,slow service and cold food worth trying
4177,102346,2026-03-23,bad service and small portions
4178,102346,2025-02-06,excellent food and friendly service worth trying
4179,102347,2026-07-23,excellent food and friendly service
4180,102348,2025-03-11,overpriced food with disappointing service
4181,102349,2026-02-03,bad service and small portions
4182,102349,2025-06-22,great value and wonderful atmosphere not recommended
4183,102350,2025-11-24,slow service and cold food would visit again
4184,102350,2026-05-10,poor experience and rude staff
4185,102351,2026-04-27,slow service and cold food
4186,102351,2026-03-17,slow service and cold food
4187,102351,2025-05-24,bad service and small portions not recommended
4188,102353,2026-03-24,excellent food and friendly service
4189,102353,2025-11-19,tasty food with quick service
4190,102353,2025-09-10,tasty food with quick service
4191,102355,2026-07-22,amazing experience highly recommended worth trying
4192,102355,2026-02-22,delicious dishes and great ambience
4193,102355,2025-04-03,amazing experience highly recommended
4194,102356,2025-11-07,amazing experience highly recommended would visit again
4195,102357,2025-09-05,long waiting time and average food
4196,102358,2026-01-16,amazing experience highly recommended
4197,102359,2026-08-04,delivery was late and food was cold
4198,102359,2025-09-09,slow service and cold food
4199,102360,2025-09-03,bad service and small portions
4200,102360,2025-03-24,excellent food and friendly service
4201,102361,2026-01-25,fresh ingredients and helpful staff
4202,102362,2025-01-04,tasty food with quick service
4203,102362,2026-01-23,fresh ingredients and helpful staff
4204,102362,2025-02-05,delicious dishes and great ambience would visit again
4205,102363,2025-03-08,really good food and fast delivery
4206,102363,2026-06-04,overpriced food with disappointing service
4207,102363,2025-04-04,noisy place and disappointing experience not recommended
4208,102364,2025-06-02,bad service and small portions
